문장,class1(input),class2(output),class3(model),s_n
새 웹사이트를 디자인하려고 해. 그리고 사이트용 이미지를 생성해야 해.  내 목적에 부합하다고 생각되는 사이트용 이미지의 예시를 입력해주면 입력을 토대로 다양한 베리에이션을 생성해주면 좋겠어.,image,generation,gan,3
부동산 회사의 프로젝트를 진행 중이야. 아직 공사 중인 건물의 이미지를 만들어야 해. 원하는 느낌의 이미지를 보여주면 보여준 이미지를 다양하게 변형한 이미지를 생성하고 싶어.,image,generation,gan,3
나는 예술가야. 그리고 다가오는 갤러리 쇼를 위해 독특하고 추상적인 이미지를 만들고 싶어. 가이드라인 이미지를 제시해주면 그에 맞는 다양한 갤러리 이미지를 생성해주는 걸 원해. ,image,generation,gan,3
연구원이야. 그리고 수행 중인 연구를 위해 뇌 활동의 이미지를 생성해야 해.  내 목적에 부합하다고 생각되는 이미지의 예시를 입력해주면 입력을 토대로 다양한 베리에이션을 생성해주면 좋겠어.,image,generation,gan,3
고객을 위해 비디오를 만들고 있어. 그래서 비디오에 추가할 몇 가지 애니메이션을 생성해야 해.  내 목적에 부합하다고 생각되는 애니메이션의 예시를 입력해주면 입력을 토대로 다양한 베리에이션을 생성해주면 좋겠어. ,image,generation,gan,3
새 모바일 앱을 개발 중이야. 그리고 앱 스토어 등록정보용 이미지를 생성해야 해.  내 목적에 부합하다고 생각되는 이미지의 예시를 입력해주면 입력을 토대로 다양한 베리에이션을 생성해주면 좋겠어.,image,generation,gan,3
게임 개발자야. 그래서 게임에 사용할 캐릭터와 환경의 이미지를 만들어야 해. 원하는 느낌의 이미지를 보여주면 보여준 이미지를 다양하게 변형한 이미지를 생성하고 싶어.,image,generation,gan,3
로봇 회사의 프로젝트를 진행 중이야. 홍보 자료용 로봇 이미지를 생성해야 해.  내 목적에 부합하다고 생각되는 로봇 이미지의 예시를 입력해주면 입력을 토대로 다양한 베리에이션을 생성해주면 좋겠어.,image,generation,gan,3
건축가야. 그래서 고객에게 프레젠테이션할 건물 디자인의 이미지를 만들어야 해. 만들고자 하는 건물 디자인의 이미지에 해당하는 건물 이미지를 보여주면 보여준 이미지를 다양하게 변형한 건물 이미지를 생성하고 싶어.,image,generation,gan,3
교육용 비디오를 만들고 있어. 하지만 복잡한 개념을 설명하는 데 도움이 되는 몇 가지 시각 자료를 생성해야 해.  내 목적에 부합하다고 생각되는 시각 자료들의 이미지를 예시로 입력해주면 입력을 토대로 다양한 베리에이션을 생성해주면 좋겠어.,image,generation,gan,3
내가 제공하는 텍스트 설명을 기반으로 알고리즘이 이미지를 생성할 수 있어?,text,generation,dall-e,1
텍스트를 입력으로 사용하는 도구를 사용하여 내 소셜 미디어 게시물용 이미지를 만들려면 어떻게 해야 해?,text,generation,dall-e,1
텍스트 입력을 기반으로 로고를 디자인하려면 어떤 방법이나 모델을 사용해야 해?,text,generation,dall-e,1
텍스트 입력을 받는 알고리즘을 사용하여 제작되기 전에 제품의 이미지를 생성하는 방법이 있어?,text,generation,dall-e,1
내 설명을 기반으로 동화책 삽화를 만드는 가장 좋은 방법은 무엇이야?,text,generation,dall-e,1
내 설명을 기반으로 다양한 장식 옵션이 있는 호텔 객실의 이미지를 생성하는 데 도구나 방법을 사용할 수 있어?,text,generation,dall-e,1
텍스트 입력을 받는 모델이나 알고리즘을 사용하여 역사 수업을 위한 시각 자료를 만들려면 어떻게 해야 해?,text,generation,dall-e,1
내가 입력한 텍스트를 기반으로 보석 디자인을 실제로 만들지 않고도 이미지를 생성할 수 있는 도구나 방법이 있어?,text,generation,dall-e,1
텍스트 입력을 받는 도구나 모델을 사용하여 다양한 조경 옵션이 있는 정원을 시각화하는 가장 좋은 방법은 무엇이야?,text,generation,dall-e,1
내가 제공하는 텍스트 설명을 기반으로 웹 사이트 디자인의 이미지를 생성하는 모델이나 알고리즘을 추천할 수 있어?,text,generation,dall-e,1
텍스트 입력을 받는 알고리즘을 사용하여 다양한 옷 스타일의 이미지를 생성하려면 어떻게 해야 해?,text,generation,dall-e,1
텍스트 입력에서 3D 제품 목업을 만드는 데 사용할 수 있는 모델이나 방법은 무엇이야?,text,generation,dall-e,1
내 설명을 기반으로 인테리어 디자인 옵션의 이미지를 생성할 수 있는 도구 또는 알고리즘이 있어?,text,generation,dall-e,1
내 설명을 기반으로 고유하고 창의적인 아트워크를 생성하기 위해 모델을 어떻게 사용할 수 있어?,text,generation,dall-e,1
텍스트 입력을 받는 모델이나 도구를 사용하여 사실적인 풍경화를 만드는 가장 좋은 방법은 무엇이야?,text,generation,dall-e,1
내 설명을 기반으로 다양한 헤어스타일의 이미지를 생성하는 데 알고리즘을 사용할 수 있어?,text,generation,dall-e,1
텍스트 입력을 사용하여 요리책의 일러스트레이션을 생성하려면 어떤 방법이나 도구를 사용해야 해?,text,generation,dall-e,1
내 설명을 기반으로 다양한 메이크업 룩의 이미지를 생성할 수 있는 알고리즘이 있나요?,text,generation,dall-e,1
내 설명을 기반으로 다양한 가구 옵션의 이미지를 생성하는 도구를 어떻게 사용할 수 있어?,text,generation,dall-e,1
내 설명을 기반으로 다양한 자동차 디자인의 이미지를 생성하는 데 사용할 수 있는 모델 또는 알고리즘은 무엇이야?,text,generation,dall-e,1
내 설명을 기반으로 다양한 꽃꽂이의 이미지를 생성하는 데 도구나 방법을 사용할 수 있어?,text,generation,dall-e,1
내 설명대로 다양한 집 디자인의 이미지를 생성하기 위해 모델을 어떻게 사용할 수 있어?,text,generation,dall-e,1
텍스트 입력을 받는 도구나 알고리즘을 사용하여 다양한 음식 플레이팅 옵션의 이미지를 생성하는 가장 좋은 방법은 무엇이야?,text,generation,dall-e,1
내 설명대로 다른 로고 디자인의 이미지를 생성할 수 있는 알고리즘이 있어?,text,generation,dall-e,1
내 설명대로 다양한 포장 디자인의 이미지를 생성하는 데 도구나 방법을 사용할 수 있어?,text,generation,dall-e,1
내 설명대로 다양한 패션 액세서리 디자인의 이미지를 생성하기 위해 모델을 어떻게 사용할 수 있어?,text,generation,dall-e,1
텍스트 입력을 받는 도구나 알고리즘을 사용하여 다양한 책 표지 디자인의 이미지를 생성하는 가장 좋은 방법은 무엇이야?,text,generation,dall-e,1
내 설명대로 다양한 웹사이트 레이아웃 옵션의 이미지를 생성하는 데 알고리즘을 사용할 수 있어?,text,generation,dall-e,1
도구나 모델을 사용하여 텍스트 입력을 기반으로 다양한 주방 디자인의 이미지를 생성하려면 어떻게 해야 해?,text,generation,dall-e,1
내 설명대로 다양한 인사말 카드 디자인의 이미지를 생성하려면 어떤 방법이나 알고리즘을 사용해야 해?,text,generation,dall-e,1
작성한 설명을 기반으로 동물 이미지를 생성하는 데 사용할 수 있는 모델 또는 알고리즘은 무엇이야?,text,generation,dall-e,1
연구의 맥락을 기반으로 과학 연구 논문의 시각 자료를 만들 수 있는 도구나 방법이 있어?,text,generation,dall-e,1
내가 쓴 이야기 아이디어를 바탕으로 동화책 삽화를 어떻게 생성할 수 있어?,text,generation,dall-e,1
내가 쓴 캐릭터 설명을 기반으로 가상 캐릭터의 이미지를 생성하는 가장 좋은 방법은 무엇이야?,text,generation,dall-e,1
게임의 맥락을 기반으로 비디오 게임의 컨셉 아트를 생성하는 데 모델을 사용할 수 있어?,text,generation,dall-e,1
작성한 디자인 계획을 기반으로 건축의 사실적인 3D 모델을 만들려면 어떻게 해야 해?,text,generation,dall-e,1
서면 브랜드 메시지를 기반으로 마케팅 캠페인용 비주얼을 생성하려면 어떤 방법이나 도구를 사용해야 해?,text,generation,dall-e,1
작성된 여행 설명을 기반으로 풍경 이미지를 생성할 수 있는 알고리즘이 있어?,text,generation,dall-e,1
작성된 통계 데이터를 기반으로 인포그래픽을 생성하는 도구를 어떻게 사용할 수 있어?,text,generation,dall-e,1
시를 기반으로 디지털 아트를 만드는 데 사용할 수 있는 모델이나 알고리즘은 무엇이야?,text,generation,dall-e,1
서면 설명을 기반으로 역사적 사건의 이미지를 생성하는 도구를 사용할 수 있어?,text,generation,dall-e,1
서면 컨셉을 기반으로 패션 디자인 컬렉션의 비주얼을 어떻게 생성할 수 있어?,text,generation,dall-e,1
작성된 레시피 지침을 기반으로 다양한 식사의 이미지를 생성하는 가장 좋은 방법은 무엇이야?,text,generation,dall-e,1
서면 커리큘럼 가이드라인을 기반으로 교육자료용 비주얼을 제작할 수 있는 방법이나 알고리즘이 있나요?,text,generation,dall-e,1
모델을 사용하여 머리 유형 및 스타일에 대한 서면 설명을 기반으로 다양한 헤어스타일의 이미지를 생성하려면 어떻게 해야 해?,text,generation,dall-e,1
작성된 스토리보드를 기반으로 그래픽 소설용 일러스트레이션을 생성하려면 어떤 도구 또는 방법을 사용해야 해?,text,generation,dall-e,1
서면 식물 설명을 기반으로 다양한 유형의 꽃 이미지를 생성하는 데 알고리즘을 사용할 수 있어?,text,generation,dall-e,1
작성된 키워드를 기반으로 다양한 스톡 사진의 이미지를 생성하는 도구를 어떻게 사용할 수 있어?,text,generation,dall-e,1
기후와 지리에 대한 서면 설명을 기반으로 다양한 풍경의 이미지를 생성하는 가장 좋은 방법은 무엇이야?,text,generation,dall-e,1
작성된 캐릭터 프로필과 배경 스토리를 기반으로 캐릭터의 사실적인 3D 모델을 만들려면 어떻게 해야 해?,text,generation,dall-e,1
작성된 디자인 브리핑을 기반으로 그래픽 디자인 프로젝트용 일러스트레이션을 생성하는 데 사용할 수 있는 방법이나 도구는 뭐야?,text,generation,dall-e,1
실험에 대한 서면 설명을 기반으로 과학적 현상을 시각화하려면 어떻게 해야 해?,text,generation,dall-e,1
특징 및 기능에 대한 서면 설명을 기반으로 제품 이미지를 생성할 수 있는 알고리즘이 있어?,text,generation,dall-e,1
머리 색깔과 질감에 대한 서면 설명을 기반으로 다양한 헤어스타일의 이미지를 생성하는 가장 좋은 방법은 뭐야?,text,generation,dall-e,1
작성된 패션 컨셉과 트렌드를 기반으로 다양한 유형의 의류 이미지를 생성하는 데 모델을 사용할 수 있어?,text,generation,dall-e,1
애니메이션 비디오를 제작 중이고 스크립트용 이미지를 생성해야 해.,text,generation,dall-e,1
우리 회사는 스크립트에서 제품 이미지를 생성해야 해.,text,generation,dall-e,1
서면 스토리 개요를 기반으로 동화책 삽화를 생성할 수 있는 방법이나 도구가 있어?,text,generation,dall-e,1
작성된 데이터 및 분석을 기반으로 비즈니스 보고서용 비주얼을 생성하려면 어떻게 해야 해?,text,generation,dall-e,1
서면 사양 및 디자인을 기반으로 다양한 유형의 차량 이미지를 생성하는 가장 좋은 방법은 뭐야?,text,generation,dall-e,1
행동과 서식지에 대한 서면 설명을 기반으로 다양한 유형의 동물 이미지를 생성하는 데 알고리즘을 사용할 수 있어?,text,generation,dall-e,1
서면 브랜드 메시지 및 고객 타겟팅을 기반으로 소셜 미디어 캠페인용 비주얼을 생성하는 도구를 어떻게 사용할 수 있어?,text,generation,dall-e,1
서면 식물 설명을 기반으로 다양한 유형의 식물 이미지를 생성하는 데 사용할 수 있는 모델 또는 알고리즘은 뭐야?,text,generation,dall-e,1
서면 지침 및 다이어그램을 기반으로 기술 매뉴얼의 일러스트레이션을 생성할 수 있는 방법이나 도구가 있어?,text,generation,dall-e,1
서면 제품 설계 계획을 기반으로 제품의 사실적인 3D 모델을 만들려면 어떻게 해야 해?,text,generation,dall-e,1
지형 및 지형에 대한 서면 설명을 기반으로 다양한 유형의 풍경 이미지를 생성하는 가장 좋은 방법은 뭐야?,text,generation,dall-e,1
작성된 레시피와 요리 스타일을 기반으로 다양한 유형의 음식 이미지를 생성하는 데 모델을 사용할 수 있어?,text,generation,dall-e,1
서면 콘텐츠 및 청중 인구 통계를 기반으로 프레젠테이션용 비주얼을 생성하는 도구를 어떻게 사용할 수 있어?,text,generation,dall-e,1
서면 팬픽션이나 팬아트 프롬프트를 기반으로 디지털 아트를 만드는 데 사용할 수 있는 방법이나 알고리즘은 뭐야?,text,generation,dall-e,1
작성된 해부학 및 생리학 설명을 기반으로 의학 교과서용 일러스트레이션을 생성할 수 있는 방법이나 도구가 있어?,text,generation,dall-e,1
서면 연구 및 인터뷰를 기반으로 다큐멘터리 영화용 비주얼을 어떻게 생성할 수 있어?,text,generation,dall-e,1
원인과 결과에 대한 서면 설명을 기반으로 다양한 유형의 자연 재해 이미지를 생성하는 가장 좋은 방법은 뭐야?,text,generation,dall-e,1
작성된 건축 계획 및 스타일을 기반으로 다양한 유형의 건물 이미지를 생성하는 데 알고리즘을 사용할 수 있어?,text,generation,dall-e,1
작성된 에피소드 개요 및 주제를 기반으로 팟캐스트용 영상을 생성하는 도구를 어떻게 사용할 수 있어?,text,generation,dall-e,1
서면 예술 스타일과 동작을 기반으로 다양한 유형의 예술 작품 이미지를 생성하는 데 사용할 수 있는 모델이나 알고리즘은 뭐야?,text,generation,dall-e,1
작성된 레시피와 요리 기술을 기반으로 요리책 삽화를 생성할 수 있는 방법이나 도구가 있어?,text,generation,dall-e,1
서면 연구 및 인터뷰를 기반으로 뉴스 기사용 비주얼을 생성하려면 어떻게 해야 해?,text,generation,dall-e,1
게임 플레이 및 규칙에 대한 서면 설명을 기반으로 다양한 유형의 스포츠 이미지를 생성하는 가장 좋은 방법은 뭐야?,text,generation,dall-e,1
서면 여행 가이드 및 일정표를 기반으로 다양한 여행 목적지 유형의 이미지를 생성하는 데 모델을 사용할 수 있어?,text,generation,dall-e,1
서면 연구 및 분석을 기반으로 논픽션 책의 시각 자료를 생성하는 도구를 어떻게 사용할 수 있어?,text,generation,dall-e,1
애니메이션 비디오를 제작 중이고 스크립트용 이미지를 생성해야 해.,text,generation,dall-e,1
우리 회사는 스크립트에서 제품 이미지를 생성해야 해.,text,generation,dall-e,1
저는 스크립트에서 이미지를 생성해야 하는 연구 프로젝트를 진행하고 있어.,text,generation,dall-e,1
우리 마케팅 팀은 스크립트에서 매력적인 소셜 미디어 콘텐츠를 만들어야 해.,text,generation,dall-e,1
우리는 동화책을 만들고 있으며 스크립트를 기반으로 이미지를 생성하고 싶어.,text,generation,dall-e,1
저는 게임을 개발 중이고 스크립트에서 그래픽을 생성해야 해.,text,generation,dall-e,1
우리의 전자 상거래 비즈니스는 스크립트를 기반으로 제품 이미지를 생성해야 해.,text,generation,dall-e,1
저는 블로거이고 제 기사에 대한 사용자 지정 이미지를 만들고 싶어.,text,generation,dall-e,1
주어진 스크립트를 기반으로 이미지를 생성할 수 있는 모델이나 알고리즘을 추천해주실 수 있나요?,text,generation,dall-e,1
텍스트에서 이미지를 생성하려면 어떤 종류의 알고리즘을 사용해야 해?,text,generation,dall-e,1
스크립트를 기반으로 이미지를 생성할 수 있는 모델이 있나요?,text,generation,dall-e,1
서면 설명에서 이미지를 생성할 수 있는 알고리즘을 사용할 수 있어?,text,generation,dall-e,1
나스크립트를 기반으로 이미지를 생성할 수 있는 프로그램이 있어?,text,generation,dall-e,1
스크립트에서 이미지를 생성하려면 어떤 종류의 알고리즘을 사용해야 해?,text,generation,dall-e,1
설명을 기반으로 이미지를 생성할 수 있는 프로그램이 있어?,text,generation,dall-e,1
스크립트를 기반으로 이미지를 생성할 수 있는 알고리즘을 사용할 수 있나요?,text,generation,dall-e,1
스크립트를 기반으로 이미지를 생성하려면 어떤 종류의 모델을 사용해야 해?,text,generation,dall-e,1
동화책의 대본이 있는데 그에 맞는 캐릭터의 삽화가 필요해.,text,generation,dall-e,1
비디오 게임 작업을 하고 있는데 스크립트에 맞는 다양한 수준의 아트 자산이 필요해.,text,generation,dall-e,1
비즈니스용 브로셔를 만들고 있는데 텍스트에 맞는 이미지가 필요해.,text,generation,dall-e,1
영화의 대본을 쓰고 있는데 설정과 캐릭터에 대한 자세한 설명을 포함하고 싶어. 서면 설명을 기반으로 이미지를 생성할 수 있는 도구나 알고리즘을 알고 있어?,text,generation,dall-e,2
업무용 프레젠테이션을 만들고 있는데 요점을 더 매력적으로 만들 수 있는 시각적 자료가 필요해. 내가 쓴 텍스트를 기반으로 이미지를 생성할 수 있는 모델이나 알고리즘을 추천해 줄 수 있어?,text,generation,dall-e,2
연구 논문을 작성 중이고 결과를 설명하는 데 도움이 되는 몇 가지 삽화를 포함해야 해. 과학적 데이터를 기반으로 이미지를 생성할 수 있는 특정 알고리즘이나 방법이 있어?,text,generation,dall-e,2
새로운 비디오 게임을 디자인하고 있으며 독특한 캐릭터와 환경을 만들고 싶어. 내가 작성한 설명을 기반으로 이미지를 생성하는 데 도움이 되는 알고리즘이나 도구는 무엇이야?,text,generation,dall-e,2
소설을 쓰고 있는데 독자들이 장면과 등장인물을 시각화하는 데 도움이 되는 삽화를 포함하고 싶어. 내가 쓴 텍스트를 기반으로 이미지를 생성할 수 있는 모델이나 방법을 제안할 수 있어?,text,generation,dall-e,2
신제품에 대한 마케팅 캠페인을 만들고 있는데 사람들의 관심을 끌 수 있는 눈길을 끄는 비주얼이 필요해. 내가 작성한 제품 설명을 기반으로 이미지를 생성할 수 있는 알고리즘 또는 도구 유형은 무엇이야?,text,generation,dall-e,2
내 비즈니스를 위한 웹 사이트를 만들고 있는데 일부 사용자 지정 그래픽을 포함하고 싶어. 내가 쓴 텍스트나 키워드를 기반으로 이미지를 생성할 수 있는 모델이나 방법을 알고 있어?,text,generation,dall-e,2
블로거이고 내 게시물에 일부 원본 그래픽을 포함하고 싶어. 주제에 대한 내가 쓴 설명을 기반으로 이미지를 생성할 수 있는 알고리즘이나 도구는 무엇이야?,text,generation,dall-e,2
디지털 아트 프로젝트를 만들고 있는데 내 아이디어를 바탕으로 독특한 이미지를 생성하고 싶어. 텍스트 설명에서 이미지를 생성할 수 있는 모델이나 알고리즘을 제안할 수 있어?,text,generation,dall-e,2
수업을 위한 프레젠테이션을 만드는 학생이고 요점을 설명하는 데 도움이 되는 몇 가지 시각 자료를 포함하고 싶어. 내가 쓴 텍스트나 키워드를 기반으로 이미지를 생성하는 데 도움이 되는 알고리즘이나 도구는 무엇이야?,text,generation,dall-e,2
레시피 책을 만들고 있는데 완성된 요리의 이미지를 포함하고 싶어. 내가 작성한 레시피 지침을 기반으로 음식 이미지를 생성할 수 있는 모델이나 알고리즘을 제안할 수 있어?,text,generation,dall-e,2
디자인 프로젝트를 위해 무드 보드를 만들고 있는데 영감을 주는 시각 자료가 필요해. 내가 작성한 아이디어와 키워드를 기반으로 이미지를 생성하는 데 도움이 되는 알고리즘이나 도구는 무엇이야?,text,generation,dall-e,2
공상과학 소설을 작업하고 있으며 독특한 외계 생명체를 만들고 싶어. 생물체에 대한 내가 쓴 설명을 기반으로 이미지를 생성할 수 있는 모델이나 알고리즘을 추천해 줄 수 있어?,text,generation,dall-e,2
콘텐츠 제작자이고 내 동영상에 원본 그래픽을 포함하고 싶어. 내가 쓴 텍스트 또는 키워드를 기반으로 이미지를 생성할 수 있는 알고리즘 또는 도구 유형은 무엇이야?,text,generation,dall-e,2
패션 디자인 프로젝트를 진행 중이며 독특한 텍스타일 패턴을 생성하고 싶어. 패턴에 대한 서면 설명에서 이미지를 생성할 수 있는 모델 또는 알고리즘이 있어?,text,generation,dall-e,2
회의를 위한 프레젠테이션을 만들고 있는데 내 요점을 설명할 시각적 자료가 필요해. 내가 쓴 텍스트나 키워드를 기반으로 이미지를 생성하는 데 도움이 되는 알고리즘이나 도구는 무엇이야?,text,generation,dall-e,2
일련의 그림 작업을 하는 예술가이고 독특한 색상 팔레트를 만들고 싶어. 내가 작성한 색상 설명을 기반으로 이미지를 생성할 수 있는 모델이나 알고리즘을 추천해 줄 수 있어?,text,generation,dall-e,2
비즈니스를 위한 새 제품을 만들고 있는데 프로토타입을 만들기 전에 디자인을 시각화하고 싶어. 내가 작성한 제품 설명을 기반으로 이미지를 생성할 수 있는 알고리즘 또는 도구 유형은 무엇이야?,text,generation,dall-e,2
비디오 게임 프로젝트를 진행 중이며 맞춤 캐릭터 초상화를 만들어야 해. 내가 쓴 캐릭터 설명을 기반으로 이미지를 생성할 수 있는 모델 또는 알고리즘은 무엇이야?,text,generation,dall-e,2
보드 게임을 만들고 있는데 게임 보드와 카드에 원본 삽화를 포함하고 싶어. 내가 작성한 게임 요소 설명을 기반으로 이미지를 생성할 수 있는 알고리즘 또는 도구 유형은 무엇이야?,text,generation,dall-e,2
그래픽 디자이너이고 맞춤형 로고와 브랜딩 디자인을 만드는 방법을 찾고 있어. 내가 쓴 텍스트나 키워드를 기반으로 이미지를 생성할 수 있는 모델이나 알고리즘을 알고 있어?,text,generation,dall-e,2
가상 현실 게임을 디자인하고 있으며 현실적인 환경과 캐릭터를 만들어야 해. 내가 작성한 게임 세계 설명을 기반으로 이미지를 생성할 수 있는 알고리즘이나 도구를 제안할 수 있어?,text,generation,dall-e,2
소셜 미디어 캠페인을 만들고 있는데 내 콘텐츠를 돋보이게 하기 위해 몇 가지 사용자 지정 시각적 개체를 포함하고 싶어. 내가 쓴 텍스트 또는 해시태그를 기반으로 이미지를 생성할 수 있는 모델 또는 방법은 무엇이야?,text,generation,dall-e,2
작가이고 제 책의 독특한 표지 아트를 만드는 방법을 찾고 있어. 내가 쓴 텍스트나 테마를 기반으로 이미지를 생성할 수 있는 알고리즘이나 도구를 알고 있어?,text,generation,dall-e,2
마케터이고 이메일 뉴스레터를 위한 맞춤형 그래픽이 필요해. 뉴스레터 콘텐츠에 대한 내 서면 설명을 기반으로 이미지를 생성할 수 있는 알고리즘이나 도구는 무엇이야?,text,generation,dall-e,2
비디오 게임 연습을 만들고 있으며 플레이어가 게임 메커니즘을 이해하는 데 도움이 되는 몇 가지 원본 삽화를 포함하고 싶어. 내가 작성한 게임 플레이 설명을 기반으로 이미지를 생성할 수 있는 모델 또는 알고리즘 유형은 무엇이야?,text,generation,dall-e,2
온라인 스토어를 만들고 있는데 내 상품을 선보일 수 있는 맞춤형 제품 이미지를 포함하고 싶어. 내가 작성한 제품 설명을 기반으로 이미지를 생성할 수 있는 모델이나 방법을 추천해 줄 수 있어?,text,generation,dall-e,2
온라인 과정을 만들고 있는데 강의를 설명하기 위해 사용자 정의 그래픽이 필요해. 어떤 종류의 알고리즘이나 도구가 코스 콘텐츠에 대한 서면 설명을 기반으로 이미지를 생성할 수 있어?,text,generation,dall-e,2
스타트업을 위한 피치 데크를 만들고 있으며 프레젠테이션을 더욱 매력적으로 만들기 위해 사용자 지정 그래픽을 포함하고 싶어. 어떤 유형의 모델 또는 알고리즘이 스타트업 아이디어에 대한 서면 설명을 기반으로 이미지를 생성할 수 있어?,text,generation,dall-e,2
게임 개발자이고 독특한 캐릭터 디자인을 만드는 방법을 찾고 있어. 내가 작성한 게임 캐릭터 설명을 기반으로 이미지를 생성할 수 있는 알고리즘이나 도구를 제안해 줄 수 있어?,text,generation,dall-e,2
보고서용 인포그래픽을 만들고 있는데 데이터를 설명하는 데 도움이 되는 사용자 지정 시각적 개체가 필요해. 내가 작성한 통계 설명을 기반으로 이미지를 생성할 수 있는 알고리즘이나 도구는 무엇이야?,text,generation,dall-e,2
저널리스트이고 기사에 사용자 지정 그래픽을 포함하여 시각적으로 더 매력적으로 만들고 싶어. 내가 작성한 뉴스 기사 설명을 기반으로 이미지를 생성할 수 있는 모델이나 방법을 추천해 줄 수 있어?,text,generation,dall-e,2
제 사진 사업을 위한 웹사이트를 만들고 있는데 제 작품을 선보일 맞춤형 그래픽을 포함하고 싶어. 내가 작성한 사진 설명을 기반으로 이미지를 생성할 수 있는 알고리즘 또는 도구 유형은 무엇이야?,text,generation,dall-e,2
이벤트 기획자이며 이벤트 초대장을 위한 사용자 정의 영상이 필요해. 어떤 종류의 알고리즘이나 도구가 이벤트 주제에 대한 내 서면 설명을 기반으로 이미지를 생성할 수 있어?,text,generation,dall-e,2
요리책을 만들고 있는데 독자가 레시피를 시각화하는 데 도움이 되는 몇 가지 사용자 지정 일러스트레이션을 포함하고 싶어. 내가 작성한 음식 설명을 기반으로 이미지를 생성할 수 있는 모델이나 알고리즘을 제안할 수 있어?,text,generation,dall-e,2
여행 블로그를 만들고 있는데 내 목적지를 보여주기 위해 사용자 정의 그래픽을 포함하고 싶어. 내가 작성한 위치 설명을 기반으로 이미지를 생성할 수 있는 모델 또는 방법은 무엇이야?,text,generation,dall-e,2
여행에 대한 블로그 게시물을 작성하고 있으며 목적지를 보여줄 수 있는 몇 가지 시각 자료를 포함하고 싶어. 위치에 대한 서면 설명을 기반으로 이미지를 생성할 수 있는 모델이나 도구를 추천할 수 있어?,text,generation,dall-e,2
내 비즈니스를 위한 새 로고를 디자인하고 있는데 그래픽에 대한 몇 가지 아이디어가 필요해. 내가 쓴 텍스트나 내 브랜드와 관련된 키워드를 기반으로 이미지를 생성하는 데 도움이 되는 알고리즘이나 도구는 무엇이야?,text,generation,dall-e,2
사진작가이고 제 포트폴리오를 위한 몇 가지 독특한 구성을 만들고 싶어. 내가 작성한 개념 설명을 기반으로 이미지를 생성할 수 있는 모델이나 방법을 제안해 줄 수 있어?,text,generation,dall-e,2
소셜 미디어 캠페인을 만들고 있는데 일부 맞춤 그래픽을 포함하고 싶어. 내가 작성한 텍스트 또는 캠페인과 관련된 키워드를 기반으로 이미지를 생성할 수 있는 알고리즘 또는 도구 유형은 무엇이야?,text,generation,dall-e,2
게임 개발자이고 제 게임을 위한 고유한 캐릭터와 환경을 만들고 싶어. 내가 작성한 게임 세계 설명을 기반으로 이미지를 생성하는 데 도움이 되는 알고리즘이나 도구는 무엇이야?,text,generation,dall-e,2
공상과학 작가이고 독특한 외계인과 행성을 만들고 싶어. 내가 작성한 외계 생명체 설명을 기반으로 이미지를 생성할 수 있는 모델이나 알고리즘을 추천해 줄 수 있어?,text,generation,dall-e,2
마케터이고 광고 캠페인을 위한 매력적인 비주얼을 만들고 싶어. 제품과 관련된 내가 쓴 텍스트 또는 키워드를 기반으로 이미지를 생성할 수 있는 알고리즘 또는 도구 유형은 무엇이야?,text,generation,dall-e,2
연구 프로젝트를 위한 인포그래픽을 만들고 있는데 시각 자료가 필요해. 데이터 세트를 기반으로 이미지를 생성할 수 있는 특정 알고리즘이나 방법이 있어?,text,generation,dall-e,2
음식 블로거이고 제 블로그에 올릴 독특한 요리 이미지를 만들고 싶어. 음식에 대한 서면 설명을 기반으로 이미지를 생성할 수 있는 모델이나 도구를 제안할 수 있어?,text,generation,dall-e,2
가상 현실 경험을 만들고 있으며 독특한 환경을 만들고 싶어. VR 세계에 대한 서면 설명을 기반으로 이미지를 생성하는 데 도움이 되는 알고리즘이나 도구는 무엇이야?,text,generation,dall-e,2
음악 프로듀서이고 독특한 앨범 아트를 만들고 싶어. 내가 쓴 음악 설명을 기반으로 이미지를 생성할 수 있는 모델이나 알고리즘을 추천해 줄 수 있어?,text,generation,dall-e,2
그래픽 디자이너이고 프로젝트를 위한 독특한 삽화를 만들고 싶어. 내가 작성한 텍스트 또는 프로젝트와 관련된 키워드를 기반으로 이미지를 생성할 수 있는 알고리즘 또는 도구 유형은 무엇이야?,text,generation,dall-e,2
비영리단체를 위한 웹사이트를 만들고 있는데 일부 맞춤 그래픽을 포함하고 싶어. 조직의 사명과 가치에 대한 나의 서면 설명을 기반으로 이미지를 생성할 수 있는 모델이나 방법을 알고 있어?,text,generation,dall-e,2
전자상거래 웹사이트를 만들고 있는데 제품 이미지가 필요해. 내가 작성한 제품 설명을 기반으로 이미지를 생성하는 데 도움이 되는 알고리즘이나 도구는 무엇이야?,text,generation,dall-e,2
동화책을 만들고 있는데 이야기를 전달하는 데 도움이 되는 몇 가지 삽화를 포함하고 싶어. 내가 쓴 텍스트를 기반으로 이미지를 생성할 수 있는 모델이나 방법을 제안할 수 있어?,text,generation,dall-e,2
인테리어 디자이너이고 독특한 방 디자인을 만들고 싶어. 내가 작성한 공간 설명을 기반으로 이미지를 생성하는 데 도움이 되는 알고리즘이나 도구는 무엇이야?,text,generation,dall-e,2
